,TSLA,INTC,AMD,AAPL,MSFT,SPY,GOOG,FB,IBM
2017-08-08,73.044,33.6261344309,13.11,38.2165687687,69.0426276832,232.333372233,926.79,171.23,122.062971766
2017-08-09,72.706,33.792371843699996,12.83,38.4505277951,68.7391019124,232.323975915,922.9,171.18,121.770934539
2017-08-10,71.08,33.376778311799995,12.12,37.2305965734,67.7336727965,229.04466074400003,907.24,167.4,121.83105985
2017-08-11,71.543,33.1274221927,12.23,37.7483540328,68.7675574534,229.382928212,914.39,168.08,121.83105985
2017-08-14,72.76,33.5614865482,12.76,38.316449023000004,69.8014421103,231.656837298,922.67,170.75,122.243347701
2017-08-15,72.46600000000002,33.2474825464,13.02,38.7359284462,69.8204124709,231.62864834299998,922.22,171.0,122.028614445
2017-08-16,72.582,33.0720097218,12.63,38.5801218033,70.2304476712,232.03269004,926.96,170.0,122.397955645
2017-08-17,70.384,32.4809433655,12.34,37.8394409933,69.0384848798,228.41510740200002,910.98,166.91,120.851876205
2017-08-18,69.492,32.3331767764,12.37,37.7531480834,69.12430620069999,228.058047297,910.67,167.41,119.992943183
2017-08-21,67.572,32.25005807,12.05,37.6836343504,68.8000923215,228.23657735,906.66,167.78,120.534070987
2017-08-22,68.27,32.0007019509,12.17,38.2996698461,69.7631982569,230.62324225900002,924.69,169.64,121.11814544200001
2017-08-23,70.554,32.0099373627,12.48,38.3476103516,69.3436273544,229.79636622700002,927.0,168.71,122.08873975700001
2017-08-24,70.586,32.0561144218,12.5,38.1774215571,69.3150202474,229.26077607,921.28,167.74,122.775886175
2017-08-25,69.61,32.0191727745,12.43,38.318846048299996,69.43898437770001,229.79636622700002,915.89,166.32,123.463032592
2017-08-28,69.132,32.0007019509,12.23,38.7047671176,69.44852008,229.80576254599998,913.81,167.24,122.406544975
2017-08-29,69.472,32.0745852454,12.15,39.049938757199996,69.6583055313,230.068859465,921.29,168.05,122.947672779
2017-08-30,70.63600000000002,32.222351834499996,12.67,39.1554078693,70.5737329551,231.158832416,929.57,169.92,122.449491626
2017-08-31,71.18,32.3885892473,13.0,39.311214512199996,71.29844633229999,232.54948756,939.33,171.97,122.853190147
2017-09-01,71.08,32.4070600709,13.19,39.3231996386,70.5069830388,232.87835870900003,937.34,172.02,123.75506982
2017-09-05,69.918,32.3424121882,12.92,38.8509856594,70.1923048619,231.205814008,928.45,170.72,122.86177947700001
2017-09-06,68.906,33.0258326627,12.86,38.810236229699996,69.9920551129,231.995104766,927.81,172.09,123.531747234
2017-09-07,70.122,32.8226536027,12.63,38.6544295868,70.8884111321,231.96691581,935.95,173.21,122.741528854
2017-09-08,68.68,32.4994141891,12.25,38.0240119395,70.5451258481,231.694422572,926.5,170.95,122.355008994
2017-09-11,72.738,33.0350680746,12.55,38.7119581934,71.28891063,234.16565434900002,929.08,173.51,124.42503757700001
2017-09-12,72.55,33.3306012528,12.3,38.558548575799996,71.2126250113,234.954945106,932.07,172.96,125.19807729700001
2017-09-13,73.24600000000002,33.552251136399995,12.22,38.2685085175,71.7180172349,235.067700929,935.09,173.05,125.39563189200001
2017-09-14,75.528,33.6907823137,12.26,37.9401160548,71.29844633229999,234.99253038,925.11,170.96,125.009112032
2017-09-15,75.962,34.171023728200005,12.52,38.3236400989,71.8133742582,235.306906768,920.29,171.64,124.39068025600001
2017-09-18,77.0,34.171023728200005,13.08,38.0336000406,71.6703387232,235.80737894,915.0,170.01,124.15876834
2017-09-19,75.02,34.3834382001,13.12,38.047982192199996,71.93733838850001,236.04345072,921.81,172.52,124.021339057
2017-09-20,74.782,34.235671611,13.74,37.410373469,71.4605532719,236.12843656,931.58,172.17,125.301149259
2017-09-21,73.296,34.355731964600004,13.41,36.7679706953,70.7644470017,235.495764192,932.45,171.11,124.76861078600001
2017-09-22,70.218,34.337261141,13.3,36.408416904,70.9551610484,235.54297854700002,928.53,170.54,124.656949493
2017-09-25,68.998,34.3187903173,12.61,36.0872155172,69.8585552803,235.061392118,920.97,162.87,125.29255992899999
2017-09-26,69.05,34.6050880837,12.45,36.7080450634,69.8585552803,235.203035185,924.86,164.21,125.88522371399999
2017-09-27,68.194,34.6697359664,12.74,36.9693208184,70.4211617178,236.118993689,944.49,167.68,125.112183995
2017-09-28,67.92,34.937562909200004,12.74,36.7416034173,70.4402331225,236.402279824,949.5,168.73,125.112183995
2017-09-29,68.22,35.1684482046,12.75,36.9429535404,71.031446667,237.233252488,959.11,170.87,124.614002842
2017-10-02,68.306,36.0550477392,12.71,36.8686457569,71.145875095,238.262525445,953.27,169.47,125.97111701700001
2017-10-03,69.628,36.369051741,13.42,37.0292464503,70.8121255134,238.77244048900002,957.79,169.96,126.074188979
2017-10-04,71.002,36.332110093699995,13.31,36.7895439228,71.22216071369998,239.05572662400002,951.68,168.42,125.81650907299999
2017-10-05,71.066,36.5075829183,13.34,37.2473757503,72.44273061210002,240.4721573,969.96,171.24,126.022652998
2017-10-06,71.376,36.5999370365,13.23,37.2258025229,72.47133771909999,240.19831403599997,978.89,172.23,125.81650907299999
2017-10-09,68.58800000000001,36.8123515083,13.47,37.3552418877,72.7478730867,239.801713447,977.0,172.5,126.598138123
2017-10-10,71.118,36.6184078601,13.7,37.3696240394,72.7478730867,240.434385815,972.6,171.59,127.55155377700001
2017-10-11,70.92,36.2951684465,13.88,37.525430682199996,72.87183721699999,240.812100662,989.25,172.74,126.795692718
2017-10-12,71.13600000000002,36.1935789165,14.2,37.3935942921,73.5393363802,240.45327155799998,987.83,172.55,126.288922235
2017-10-13,71.11399999999998,36.6368786838,14.22,37.6308997944,73.8921573665,240.746000564,989.68,173.74,126.34904754600001
2017-10-16,70.12,36.719997390100005,14.26,38.3236400989,74.0447286038,241.06705818400002,992.0,174.52,126.11713563
2017-10-17,71.15,36.747703625599996,14.16,38.4650645901,73.9875143898,241.237029865,992.18,176.11,125.86804505399999
2017-10-18,71.93,37.1725325692,14.07,38.2948757956,74.0065857944,241.47310164400002,992.81,176.03,137.025585011
2017-10-19,70.362,37.0247659801,13.95,37.388800241599995,74.2926568644,241.53920174299998,984.45,174.56,138.202323251
2017-10-20,69.02,37.338769981999995,13.81,37.453519924,75.1508700742,242.785660737,988.2,174.98,139.207274887
2017-10-23,67.404,37.7081864547,14.1,37.4343437218,75.1699414789,241.84137362,968.45,171.27,137.04276367100002
2017-10-24,67.468,37.8190113965,14.25,37.657267072399996,75.1985485859,242.266302823,970.54,171.8,133.89047948
2017-10-25,65.168,37.6620093956,12.33,37.4918723284,74.9792274323,241.06705818400002,973.33,170.6,131.84192422200002
2017-10-26,65.234,38.1884278693,12.01,37.7315748559,75.1031915626,241.378672933,972.56,170.63,131.93211219
2017-10-27,64.17399999999999,41.0052284739,11.84,39.0834971111,79.9187212399,243.35223300799998,1019.27,177.88,132.000826832
2017-10-30,64.016,40.9775222384,10.89,39.963205387100004,79.9950068586,242.445717375,1017.11,179.87,132.584901287
2017-10-31,66.306,42.0118883621,10.99,40.5193152509,79.3179719931,242.823432222,1016.64,180.06,132.32722138
2017-11-01,64.21600000000001,43.1386086039,10.8,40.0039548167,79.3179719931,243.144489842,1025.5,182.66,132.301453389
2017-11-02,59.852,43.498789664899995,10.85,40.2963919003,80.1475780959,243.238918554,1025.58,178.92,131.717378934
2017-11-03,61.218,42.7968983667,11.12,41.3486859961,80.2333994169,244.051005475,1032.48,178.92,130.197067485
2017-11-06,60.556,43.3810381642,11.93,41.7681654192,80.5480775938,244.428720322,1025.9,180.17,129.56145704899998
2017-11-07,61.21,43.4553525764,12.05,41.9023988346,80.35736354720001,244.25874864,1033.33,180.25,129.99951289
2017-11-08,60.878,43.3810381642,11.71,42.245173449,80.6338989148,244.674234972,1039.85,179.56,130.188478155
2017-11-09,60.598,43.0094661028,11.12,42.1588805391,80.1857209052,243.786605082,1031.26,179.3,130.38603275
2017-11-10,60.598,42.3406363924,11.26,42.0198530731,79.97593545390001,243.711062112,1028.07,178.46,129.39707681299998
2017-11-13,63.08,42.4985545184,11.09,41.8514561123,80.0331496679,243.93769102099998,1025.75,178.77,128.737772855
2017-11-14,61.74,42.600736835300005,11.12,41.2187646737,80.1475780959,243.37111875,1026.0,178.07,129.162850407
2017-11-15,62.26,42.229164773899996,11.07,40.6750830572,79.5277574444,242.152988369,1020.91,177.95,127.610016085
2017-11-16,62.5,42.4056615031,11.25,41.1610285728,79.7386047164,244.211534285,1032.5,179.59,129.362376605
2017-11-17,63.01,41.4581527466,11.38,40.9324898402,78.9718873634,243.493876075,1019.09,179.0,129.232250824
2017-11-20,61.74800000000001,41.4488634451,11.34,40.8915934355,79.0964789333,243.909362407,1018.38,178.74,130.568208844
2017-11-21,63.562,41.7461210942,11.4,41.651785430100006,80.2369709959,245.505207635,1034.49,181.86,131.817416343
2017-11-22,62.52,41.476731349699996,11.37,42.089617528299996,79.6523490142,245.288021598,1035.96,180.87,131.661265406
2017-11-24,63.11,41.569624365,11.38,42.0920231992,79.7961085179,245.854593869,1040.61,182.78,131.72199077
2017-11-27,63.362,41.3281025251,11.55,41.8803241627,80.3807304996,245.731836544,1054.21,183.03,131.843441499
2017-11-28,63.51,41.551045762,11.17,41.634945734,81.3487111578,248.22475453299998,1047.41,182.42,132.268519051
2017-11-29,61.508,40.8264802423,10.83,40.771309892,79.87278025319999,248.07366859400003,1021.66,175.13,133.205424676
2017-11-30,61.77,41.6532280788,10.89,41.341453888000004,80.668249507,250.24552896400002,1021.41,177.18,133.569776863
2017-12-01,61.306,41.5045992543,10.73,41.1490002185,80.7545052092,249.72617105,1010.17,175.1,134.255105977
2017-12-04,61.04,41.3281025251,10.03,40.8482913598,77.7068037309,249.423999172,998.68,171.47,135.72986483100001
2017-12-05,60.74,40.3527258641,9.91,40.8098006259,78.1955860434,248.52692641099998,1005.15,172.83,134.76693405
2017-12-06,62.652,40.3620151656,10.0,40.6582433611,79.33607810609999,248.57414076700002,1018.38,176.06,133.68255254
2017-12-07,62.24800000000001,40.0183110088,10.04,40.7328191581,79.0581430656,249.35789907400002,1030.93,180.14,133.22277478
2017-12-08,63.026,40.2691221503,9.94,40.7448475124,80.6586655401,250.717672523,1037.05,179.0,134.298481238
2017-12-11,65.782,40.557090497800004,10.16,41.5387188993,81.6841499998,251.47310221700002,1041.1,179.04,134.818984363
2017-12-12,68.206,40.250543547199996,9.9,41.305368825,82.0195888417,251.916917162,1040.48,176.96,135.972766289
2017-12-13,67.806,40.2598328487,10.11,41.4424920645,81.7991576027,251.88858854900002,1040.61,178.3,133.517726551
2017-12-14,67.578,40.185518436399995,10.13,41.4304637102,81.1666157865,250.85931559099998,1049.15,178.39,133.595802019
2017-12-15,68.69,41.3931276359,10.29,41.8514561123,83.2367526397,252.93800598299998,1064.19,180.18,132.294544207
2017-12-18,67.774,42.9723088967,10.98,42.4408454752,82.78630619479999,254.54194290900003,1077.14,180.82,133.01457353
2017-12-19,66.22,43.6968744163,10.95,41.9885793518,82.2591880146,253.564395552,1070.68,179.51,132.927823009
2017-12-20,65.796,44.179918096099996,10.98,41.9428716053,81.9620850403,253.431525038,1064.95,177.89,132.684921551
2017-12-21,66.332,43.4367739734,10.89,42.1016458827,81.9429171064,253.953516345,1063.63,177.45,131.42703899999998
2017-12-22,65.04,43.3810381642,10.54,42.1016458827,81.9525010734,253.887081088,1060.12,177.2,132.294544207
2017-12-26,63.458,42.8051014691,10.46,41.033528016700004,81.8470774373,253.583377054,1056.74,175.99,132.580820926
2017-12-27,62.328,42.832969373699996,10.53,41.0407450293,82.1441804116,253.706756818,1049.37,177.62,132.84107248799998
2017-12-28,63.072,42.9351516905,10.55,41.1562172311,82.1537643785,254.228748125,1048.14,177.92,133.63050222799998
2017-12-29,62.27,42.8794158813,10.28,40.7111681203,81.9812529741,253.27018227,1046.4,176.46,133.092648999
2018-01-02,64.10600000000001,43.5203776872,10.98,41.4400863936,82.3741956175,255.08291571900003,1065.0,181.42,133.812678321
2018-01-03,63.45,42.043378743299996,11.55,41.432869380999996,82.757554294,256.696343396,1082.48,184.67,137.49090040299998
2018-01-04,62.924,41.2723667159,12.12,41.6253230506,83.4859357794,257.778289014,1086.4,184.33,140.27559212
2018-01-05,63.316,41.5603350635,11.88,42.0992402118,84.521004206,259.496114953,1102.23,186.85,140.960921235
2018-01-08,67.282,41.5603350635,12.28,41.9428716053,84.6072599083,259.970652505,1106.94,188.28,141.811076338
2018-01-09,66.738,40.5199332917,11.82,41.9380602636,84.5497561068,260.559079069,1106.26,187.87,142.123378213
2018-01-10,66.96,39.4795315199,11.96,41.9284375801,84.1663974303,260.160467525,1102.61,187.84,142.427005036
2018-01-11,67.59,40.3248579595,12.14,42.1665989962,84.41558057,262.058617734,1105.52,187.77,142.44435514
2018-01-12,67.244,40.1669398334,12.02,42.6020254235,85.8723435408,263.766952921,1122.26,179.37,141.52479962
2018-01-16,68.012,40.074046818,11.91,42.385515045300004,84.6743476767,262.865331572,1121.76,178.39,142.140728317
2018-01-17,69.432,41.2352095098,12.18,43.0855652682,86.3898777541,265.370889847,1131.98,177.6,146.304753315
2018-01-18,68.914,41.3188132236,12.47,43.1240560021,86.3515418864,264.924824548,1129.79,179.8,146.712480763
2018-01-19,70.00399999999999,41.634649475799996,12.59,42.9316023326,86.2557022173,266.13014993,1137.51,181.29,140.85682061
2018-01-22,70.312,42.4985545184,12.65,42.580374385700004,87.7987208903,268.294041167,1155.81,185.37,141.056346807
2018-01-23,70.558,42.786522866,12.94,42.5899970691,88.0766559308,268.86348623,1169.97,189.35,144.222740816
2018-01-24,69.178,42.2756112816,12.71,41.911597884,87.99998419549999,268.759087968,1164.24,186.55,143.459336233
2018-01-25,67.528,42.0805359494,12.41,41.163434243699996,88.488766508,268.87297698099997,1170.37,187.48,143.546086754
2018-01-26,68.57,46.52082208270001,12.95,41.2596610784,90.146792784,271.985943322,1175.84,190.0,145.16832149299998
2018-01-29,69.906,46.4279290674,13.32,40.4056479199,90.0126172472,270.182700624,1175.58,185.98,144.699868681
2018-01-30,69.164,45.322502184799994,12.87,40.1674865038,88.88170915149998,267.41140132,1163.69,187.12,141.94120212
2018-01-31,70.862,44.7186975851,13.74,40.2781473638,91.0572696407,267.544271835,1169.94,186.89,142.010602536
2018-02-01,69.85,44.2635218099,13.25,40.3623458442,90.33847212229999,267.240567802,1167.7,193.09,140.882845766
2018-02-02,68.75,42.8701265798,12.45,38.6110174514,87.9616483278,261.42273741400004,1111.9,190.28,137.959353215
2018-02-05,66.626,41.3559704297,11.57,37.6463434328,84.3389088347,250.489392215,1055.8,181.26,132.320569364
2018-02-06,66.794,41.9969322356,11.65,39.2196521813,87.5303698167,255.42458275599998,1080.6,185.31,134.758258998
2018-02-07,69.0,42.2681215108,11.6,38.380073048,85.8819275077,254.03893310400002,1048.58,180.18,133.465676238
2018-02-08,63.04600000000001,39.9770397032,11.22,37.3239835364,81.4733027277,244.510219059,1001.52,171.58,129.336351448
2018-02-09,62.084,41.0992022212,11.31,37.778655330599996,84.5114202391,248.183139712,1037.78,176.11,131.018889525
2018-02-12,63.146,41.9221214011,11.68,39.3003325161,85.42189709590001,251.827588112,1051.94,176.41,132.675137945
2018-02-13,64.732,41.5761212913,11.78,39.6940362959,86.0927747798,252.45397768,1052.1,173.15,132.1055287
2018-02-14,64.462,42.436445888499996,12.2,40.4258905613,87.4345301476,255.86115730400002,1069.7,179.52,135.61957958
2018-02-15,66.814,42.9414190216,12.19,41.7833232252,89.21576438139999,259.12597566200003,1089.52,179.96,136.71498197399998
2018-02-16,67.098,42.6047702662,11.82,41.648063030900005,88.5802970331,259.20190167,1094.8,177.36,136.863956699
2018-02-20,66.954,43.3154731942,12.02,41.5079721154,89.2735341404,257.578983242,1102.46,176.01,135.97010834600002
2018-02-21,66.66,42.96012173020001,11.72,41.3195739877,88.0892540822,256.297731852,1111.34,177.91,134.918522048
2018-02-22,69.234,42.8292027698,11.84,41.6649705552,88.3203331179,256.629908138,1106.63,178.99,134.23499095399998
2018-02-23,70.41,44.6340141529,12.07,42.389578738800004,90.5637254232,260.720421837,1126.79,183.29,136.285584235
2018-02-26,71.484,45.924501048500005,12.42,43.2277088711,91.8731732924,263.747971419,1143.75,184.93,138.967129295
2018-02-27,70.19800000000001,46.672609393900004,12.53,43.0876179556,90.6985215274,260.454680808,1118.29,181.46,137.188195808
2018-02-28,68.612,46.0928254262,12.11,43.0224032191,90.2845049217,257.816252018,1104.73,178.32,136.557244029
2018-03-01,66.186,44.7368790503,11.9,42.2688107082,89.3987019514,254.067405357,1069.52,175.94,134.78707376
2018-03-02,67.024,45.8029334424,11.81,42.5610693422,89.59126781450001,255.377129001,1078.92,176.62,135.382972663
2018-03-05,66.67,46.5229877248,11.91,42.7084063395,90.1593371107,258.328752575,1090.93,180.4,137.53872457399999
2018-03-06,65.64,47.4207177392,11.76,42.6721759303,89.85123172969999,258.983614396,1095.06,179.78,136.460848618
2018-03-07,66.46,47.9911503525,12.24,42.27605679,90.3711595601,258.88870688599997,1109.64,183.71,138.73928559700002
2018-03-08,65.82,47.4487718021,11.97,42.7373906669,90.91997227,260.14148602299997,1126.0,182.34,136.890246357
2018-03-09,65.434,48.804718178,11.7,43.4716602929,92.9515421259,264.66857427,1160.04,185.23,139.606844293
2018-03-12,69.102,48.1781774388,11.52,43.891933039399994,93.1729928685,264.336397983,1164.5,184.76,140.439350113
2018-03-13,68.368,48.421312651099996,11.64,43.46924493229999,90.90071568370001,262.628062796,1138.17,181.88,139.615607513
2018-03-14,65.32600000000001,48.4961234856,11.36,43.0996947587,90.361531267,261.280376148,1149.49,184.19,138.564021214
2018-03-15,65.12,47.5796907626,11.46,43.150417331499995,90.6792649411,260.995653617,1149.58,183.86,139.86974086799998
2018-03-16,64.27,47.8508800377,11.47,42.998249613,91.0836532536,261.277320126,1135.73,185.09,140.439350113
2018-03-19,62.712,47.53293399100001,11.43,42.3412715265,89.43721512399998,257.742167473,1099.82,172.56,137.88925334
2018-03-20,62.11,48.206231501800005,11.11,42.3267793628,89.6682941597,258.180488287,1097.71,168.15,136.881483137
2018-03-21,63.306,48.2155828561,11.26,41.3678811999,89.0424551046,257.68499519200003,1090.88,169.39,137.310880876
2018-03-22,61.82,47.53293399100001,10.91,40.7833639318,86.4524442457,251.243584966,1049.08,164.89,133.279800066
2018-03-23,60.308,46.15828490649999,10.63,39.8389579326,83.9394597321,245.888448062,1021.57,159.39,130.47556993799998
2018-03-26,60.83600000000001,49.075907453199996,10.44,41.7301852917,90.2941332149,252.615719689,1053.21,160.06,134.401492118
2018-03-27,55.83600000000001,47.869582746400006,10.0,40.6601805406,86.14433886469999,248.31826996700002,1005.1,152.22,133.12206212200002
2018-03-28,51.556,46.3827174101,9.81,40.2109234668,86.0673125195,247.58455903900003,1004.56,153.03,133.65661849
2018-03-29,53.226000000000006,48.701853280600005,10.05,40.5249203464,87.87743163280001,250.748091872,1031.79,159.79,134.454071433
2018-04-02,50.496,45.746825316499994,9.53,40.2592306791,85.2296510149,245.335782688,1006.47,155.39,131.509629798
2018-04-03,53.506,46.5229877248,9.55,40.6722573437,86.3754179005,248.48025809400002,1013.41,156.11,131.316838977
2018-04-04,57.38800000000001,46.7474202284,9.77,41.4500034607,88.8980307073,251.13876911900002,1025.14,155.1,135.05873355399999
2018-04-05,61.144,47.1121230467,10.02,41.7374313735,88.9461721731,253.120741497,1027.81,159.34,134.979864582
2018-04-06,59.86,45.6252577104,9.61,40.6698419831,86.87608914459999,247.479743192,1007.04,157.2,131.947790755
2018-04-09,57.932,46.335960638500005,9.53,41.0732072053,87.396016975,248.699418501,1015.45,157.93,133.805593215
2018-04-10,60.94,47.9443935809,9.98,41.8461226011,89.4275868309,252.653834542,1031.64,165.04,136.171662386
2018-04-11,60.18600000000001,47.7854205575,9.82,41.6504783915,88.44550092899998,251.32934338599998,1019.97,166.32,136.145372729
2018-04-12,58.816,49.3003399568,10.08,42.0610896955,90.1015673518,253.39707418400002,1032.51,163.87,138.520205119
2018-04-13,60.06800000000001,48.4961234856,9.93,42.203595971599995,89.620152694,252.653834542,1029.27,164.52,137.328407314
2018-04-16,58.242,49.0010966187,10.09,42.4668702783,90.669636648,254.731094053,1037.98,164.83,138.362467174
2018-04-17,57.538,50.067151010799996,10.52,43.0513875464,92.4990123475,257.456306072,1074.16,168.66,141.008959358
2018-04-18,58.67,50.132610491,10.36,42.9547731219,92.8552591943,257.646880339,1072.08,166.36,130.387937747
2018-04-19,60.01600000000001,48.832772241,10.11,41.7374313735,92.5375255202,256.217573336,1087.7,168.1,129.432746859
2018-04-20,58.048,48.18752879310001,9.99,40.0273560603,91.4687849799,254.04502669200002,1072.96,166.28,126.979045497
2018-04-23,56.674,47.7854205575,10.04,39.911418751,91.80577524030001,254.00691183799998,1067.45,165.84,127.820314535
2018-04-24,56.692,48.112717958599994,10.09,39.3558858102,89.6586658666,250.586103745,1019.98,159.69,127.557417961
2018-04-25,56.13800000000001,48.0472584784,9.71,39.5273764137,88.878774121,251.205470113,1021.18,159.69,127.89042028899999
2018-04-26,57.096,49.608934649300004,11.04,39.6650519685,90.7562912864,253.759165291,1040.04,174.16,128.57395138200002
2018-04-27,58.816,49.309691311099996,11.11,39.2061334523,92.25830501870001,253.997383125,1030.05,173.59,128.363634123
2018-04-30,58.78,48.271690981999996,10.88,39.9162494722,90.0437975928,252.04399688799998,1017.33,172.0,127.031624812
2018-05-01,59.984,49.8707725701,11.13,40.8437479471,91.4687849799,252.491846415,1037.31,173.86,127.066677688
2018-05-02,60.23,48.916934429799994,10.97,42.6480223242,90.0341692997,250.79573543900003,1024.38,176.07,124.832056805
2018-05-03,56.89,48.8888803669,10.93,42.725313863800004,90.57335371639999,250.24307006400002,1023.72,174.02,124.428948724
2018-05-04,58.81800000000001,49.6369887122,11.28,44.4015741285,91.6228376704,253.482832604,1048.21,176.61,126.111486801
2018-05-07,60.554,50.154236605200005,11.59,44.722817089799996,92.6434367449,254.34041680599998,1054.79,177.97,125.50682468
2018-05-08,60.394,50.436371819499996,11.61,44.9377841843,92.24867672549999,254.34041680599998,1053.91,178.92,125.31403385799999
2018-05-09,61.37,51.104091826899996,11.95,45.254196424499995,93.33667385209999,256.798824851,1082.76,182.66,126.34809371799999
2018-05-10,61.004,51.7059802841,12.13,45.9015130684,94.2706182882,259.200060615,1097.57,185.53,127.792223812
2018-05-11,60.212,51.4144405626,11.95,45.72760710439999,94.0684241319,259.990943824,1098.26,186.99,127.703626874
2018-05-14,58.394,51.630744227,12.23,45.6209198616,94.3861578061,260.114817097,1100.2,186.64,127.845381975
2018-05-15,56.83600000000001,50.7091025268,12.45,45.2062944405,93.702548992,258.323418987,1079.23,184.32,127.34923912100001
2018-05-16,57.29600000000001,51.3862270412,12.82,45.6281939918,93.9432563209,259.40969230900004,1081.77,183.2,128.137751872
2018-05-17,56.908,51.546103662700006,12.82,45.3396534941,93.00527424549999,259.19053190200003,1078.59,183.76,128.02257585200002
2018-05-18,55.364,50.3141132267,13.0,45.1747732097,93.1793327749,258.54257939400003,1066.36,182.68,127.650468711
2018-05-21,56.898,51.0852828126,12.99,45.4948349382,94.37840264459999,260.486436918,1079.58,184.49,128.899685541
2018-05-22,55.002,51.2075414055,12.98,45.380873565200005,94.2817034615,259.762254703,1069.73,183.8,128.545297788
2018-05-23,55.81399999999999,51.9222839485,13.1,45.6718387729,95.4034139848,260.476908205,1079.69,186.9,128.173190647
2018-05-24,55.57,51.489676619799994,13.41,45.6209198616,95.0649668441,259.94330025700003,1079.24,185.93,127.64160901700001
2018-05-25,55.77,52.138587612799995,13.54,45.725182394300006,95.1133164357,259.323933889,1075.66,184.92,127.26064218299999
2018-05-29,56.752,52.0257335271,13.36,45.5603021099,94.774869295,256.34144661,1060.32,185.74,125.11659627600001
2018-05-30,58.344,52.364295784300005,13.82,45.4633137074,95.68384161559999,259.762254703,1067.8,187.67,126.35695341200001
2018-05-31,56.94600000000001,51.9128794413,13.73,45.3105569733,95.5774725142,258.170959573,1084.99,191.78,125.19633352
2018-06-01,58.364,53.6809267846,14.4,46.127684265,97.46310658350001,260.705597325,1119.5,193.99,125.763353925
2018-06-04,59.348,53.445814106,14.85,46.513213165299995,98.3140593942,261.94433006099996,1139.29,193.28,126.729060553
2018-06-05,58.226000000000006,53.1636788916,14.85,46.87207025479999,98.81689514600001,262.134904328,1139.66,192.94,127.31380034600001
2018-06-06,63.9,53.6339042489,15.67,47.0345258291,99.1069926951,264.32650839900003,1136.88,191.34,128.208629422
2018-06-07,63.218,52.5523859272,14.89,46.9084409058,97.5501358482,264.297922259,1123.86,188.18,128.784509521
2018-06-08,63.532,51.7718118342,15.25,46.4816919344,98.27537972100001,265.07927675400003,1120.87,189.1,129.47556564
2018-06-11,66.42,51.2733729555,15.73,46.3677305614,97.71452445940001,265.431839148,1129.99,191.54,129.865392169
2018-06-12,68.554,51.55550816979999,15.85,46.622325118199996,97.96594233530001,265.774872829,1139.32,192.4,130.12232329
2018-06-13,68.956,51.7530028199,16.32,46.239220928,97.5211260933,264.92681734,1134.79,192.41,129.66161921100002
2018-06-14,71.544,52.2326326843,16.25,46.263468028599995,98.0723114366,265.593827275,1152.12,196.81,128.64275442
2018-06-15,71.634,51.828238877,16.34,45.78822485600001,96.8248919754,265.256129674,1152.26,195.85,128.811088603
2018-06-18,74.166,50.0507870266,17.11,45.7639777554,97.5307960116,264.710551808,1173.46,198.31,128.004856464
2018-06-19,70.51,49.778056319399994,16.69,45.0244411857,97.5307960116,263.695968409,1168.06,197.49,127.49099422200001
2018-06-20,72.444,50.2764951981,16.52,45.2208427009,98.50745776030001,264.145830859,1169.84,202.0,126.365813106
2018-06-21,69.502,49.0821227906,15.65,44.9686728542,97.8015537241,262.489954179,1157.66,201.5,125.143175357
2018-06-22,66.726,49.3736625121,15.8,44.8377385108,97.0956496879,262.968531255,1155.48,201.74,125.169754439
2018-06-25,66.602,47.6902557332,15.11,44.170943243100005,95.14232619059999,259.388774732,1124.81,196.35,122.963690675
2018-06-26,68.4,46.7121869901,15.5,44.7189277176,95.8095505535,259.963067223,1118.46,199.0,123.220621796
2018-06-27,68.9,45.85637683979999,14.97,44.6534605459,94.3203831348,257.809470384,1103.98,195.84,121.803070783
2018-06-28,69.986,46.31719769,15.31,44.9783716945,95.3744042299,259.28348777599996,1114.22,196.23,124.071152404
2018-06-29,68.59,46.7498050186,14.99,44.883808001999995,95.3550643933,259.656777895,1115.65,194.32,123.769922813
2018-07-02,67.014,47.2106258688,15.16,45.3857229853,96.7088529558,260.211927302,1127.46,197.36,123.911677915
2018-07-03,62.172,46.5240968472,15.0,44.595267504300004,95.7805407986,259.29305931700003,1102.89,192.73,123.65474679399999
2018-07-05,61.832,47.7278737617,15.5,44.954124593900005,96.4671049982,261.40836999,1124.27,198.45,125.30264984600001
2018-07-06,61.78,48.31095320470001,16.36,45.5772750804,97.8208935607,263.61939607700003,1140.17,203.23,126.232917698
2018-07-09,63.702,48.7717740549,16.61,46.21012440720001,98.4881179237,265.99313837,1154.05,204.74,127.92511922
2018-07-10,64.494,49.0539092692,16.55,46.154356075699994,98.74920571790001,266.95029252,1152.84,203.54,128.208629422
2018-07-11,63.792,48.1510765833,16.27,45.55545268979999,98.6138268616,264.99769805299997,1153.9,202.54,128.412402381
2018-07-12,63.342,49.232594905,16.56,46.3192363601,100.750878807,267.400154971,1183.48,206.92,129.75021614899998
2018-07-13,63.774,49.1103363121,16.27,46.391977661999995,101.949948676,267.610728884,1188.82,207.32,129.262932988
2018-07-16,62.02,48.912841662,16.58,46.290139839300004,101.447112925,267.371440346,1183.86,207.23,128.87310646
2018-07-17,64.538,48.6683244763,16.87,46.4210741828,102.45278442799999,268.453024536,1198.8,209.99,127.127746775
2018-07-18,64.77,48.640110954799994,16.85,46.166479626000005,101.650181209,269.017745485,1195.88,209.36,128.04029524
