,TSLA,INTC,AMD,AAPL,MSFT,SPY,GOOG,FB,IBM
2015-10-27,42.07,29.9335198854,2.15,26.4148784424,48.6669257975,187.137350674,708.49,103.7,109.882852565
2015-10-28,42.592,30.1419342972,2.18,27.5032959566,48.929794273599995,189.284397782,712.95,104.2,112.250124233
2015-10-29,42.326,29.5514267973,2.13,27.7938480896,48.3677996006,189.23910143,716.92,104.88,112.02694710600001
2015-10-30,41.386,29.4037999223,2.12,27.556333250700003,47.71516062550001,188.36941146200002,710.81,101.97,111.652328357
2015-11-02,42.758,29.6208982678,2.19,27.943736094699997,48.2590264381,190.59799200400002,721.11,103.31,111.88347609600001
2015-11-03,41.67,29.794576944299997,2.28,28.264265828800006,49.08388958720001,191.150607505,722.16,102.58,113.087038459
2015-11-04,46.326,29.864048414899997,2.2,28.1328255781,49.3105003424,190.58893273400002,728.11,103.94,112.887773167
2015-11-05,46.354,29.732873970900002,2.2,28.0036912968,49.292371482,190.380569512,731.25,108.76,111.500886736
2015-11-06,46.472,29.592954563899998,2.15,28.0361136982,49.781850713400004,190.280917537,733.76,107.095,111.229885939
2015-11-09,45.066,29.1644513803,2.11,27.922635293200003,49.0929540174,188.505300519,724.89,106.49,108.864490896
2015-11-10,43.3,29.0420218992,2.02,27.0425986828,48.5037660537,188.940145503,728.32,107.91,108.99321987799999
2015-11-11,43.816,28.7359481966,2.07,26.889750218899998,48.6306680767,188.197285322,735.4,109.01,108.63116961600001
2015-11-12,42.588,28.333679901700002,2.0,26.799430672,48.33154187970001,185.570096878,731.23,108.02,107.038148465
2015-11-13,41.438,28.0800759766,1.99,26.016661266,47.8964492297,183.486464664,717.0,103.95,106.00027104799999
2015-11-16,42.862,28.0713310137,1.99,26.4416263134,48.7349090241,186.276719977,728.96,104.04,107.57720107700001
2015-11-17,42.8,28.543559012,1.98,26.329305851199997,48.34060631,186.14083091900002,725.3,105.13,107.665702252
2015-11-18,44.214,28.9982970845,2.12,27.163024745300003,49.1436973719,189.094153102,740.0,107.77,109.274814526
2015-11-19,44.36,29.995222858800002,2.14,27.508091731999997,49.22583168510001,188.931086233,738.41,106.26,110.01500617200001
2015-11-20,44.002,30.3100415244,2.22,27.6285177945,49.453982555,189.61959079099998,756.6,107.32,111.43102497299999
2015-11-23,43.55,30.1526321916,2.22,27.2695554929,49.453982555,189.402168299,755.98,106.95,111.398842727
2015-11-24,43.65,30.047692636399997,2.34,27.5312505902,49.5087387637,189.655827873,748.28,105.74,111.51148058700001
2015-11-25,45.928,30.1263973028,2.38,27.3344002957,48.997680815200006,189.62865006099997,748.15,105.41,111.028746904
2015-11-27,46.322,30.1351422658,2.33,27.2834508078,49.2167056503,189.846072553,750.26,105.45,111.398842727
2015-11-30,46.052,30.4062361167,2.36,27.396929212800003,49.5999991117,189.05791602,742.6,104.24,112.17121661899999
2015-12-01,47.438,30.686074930500002,2.34,27.1746041744,50.3939641389,190.86071084900001,767.04,107.12,113.667691034
2015-12-02,46.398,30.4587058943,2.27,26.929120277800003,50.3848381041,188.912967692,762.38,106.07,112.39649233700001
2015-12-03,46.542,29.767853822600003,2.23,26.6790046096,49.463108589799994,186.267660706,752.54,104.38,111.76893855
2015-12-04,46.076,30.550528005100002,2.28,27.5659888774,51.0236605397,189.900428176,766.81,106.18,112.983818317
2015-12-07,46.226000000000006,30.5942528197,2.355,27.392297441100002,50.932400191800006,188.749900823,763.25,105.61,112.275808917
2015-12-08,45.344,30.3887461908,2.39,27.3807180121,50.914148122200004,187.481602953,762.37,106.49,111.06897471100001
2015-12-09,44.904,30.4412159684,2.35,26.7762718139,50.1749393038,186.023060403,751.61,104.6,109.910413874
2015-12-10,45.414,30.4062361167,2.45,26.903645533800002,50.4395943128,186.50320173900002,749.46,105.42,110.047188417
2015-12-11,43.404,29.968987970100002,2.36,26.2111956746,49.335344102600004,182.88855281099998,738.87,102.12,108.269119354
2015-12-14,43.716,30.1438872287,2.34,26.049083667399998,50.3209558605,183.81259840099997,747.77,104.66,109.363315701
2015-12-15,44.218,30.764779596900002,2.36,25.588222389899997,50.3757120693,185.742223018,743.4,104.55,110.859790116
2015-12-16,46.902,30.8697191521,2.54,25.785072684299998,51.2244333052,188.460004167,758.09,106.79,112.066624321
2015-12-17,46.678,30.528665597699998,2.56,25.2385236315,50.832013808999996,185.58821541900002,749.43,106.22,110.02305173299999
2015-12-18,46.092,29.6148169713,2.45,24.5553373156,49.399226346199995,182.301104415,739.31,104.04,108.53462288
2015-12-21,46.512,29.9427530813,2.53,24.8564024717,50.038048781899995,183.804938143,747.77,104.77,109.017356562
2015-12-22,45.99,30.371256265,2.77,24.8332436136,50.5126025912,185.47282646,750.0,105.51,110.972427975
2015-12-23,45.94,30.6073702641,2.83,25.1528358563,50.9415262266,187.76959069900002,750.31,104.63,111.463207218
2015-12-24,46.114,30.5898803383,2.92,25.0185144789,50.804635704700004,187.45970981,748.4,105.02,111.229885939
2015-12-28,45.79,30.546155523600007,3.0,24.738292295100003,51.0601646789,187.031345051,762.51,105.93,110.714970011
2015-12-29,47.438,30.992148633200003,3.0,25.1829423719,51.607726766599995,189.02734254400002,776.6,107.26,112.46085682799999
2015-12-30,47.618,30.5986253012,2.98,24.854086585900003,51.388701931499995,187.687563405,771.0,106.22,112.10685212799999
2015-12-31,48.002,30.1263973028,2.87,24.3770141077,50.631241043500005,185.81004978099998,758.88,104.66,110.72301557200001
2016-01-04,44.682,29.7241290079,2.77,24.39785708,50.0106706775,183.212522442,741.84,102.22,109.379406824
2016-01-05,44.68600000000001,29.584209600999998,2.75,23.786463224400002,50.2388215474,183.522400597,742.58,102.73,109.29895121
2016-01-06,43.808,28.9283373811,2.505,23.3209701752,49.3262180678,181.207413538,743.62,102.97,108.751853037
2016-01-07,43.13,27.8439619774,2.275,22.3367187031,47.6105235263,176.859963297,726.39,97.92,106.89332836
2016-01-08,42.2,27.5553782007,2.14,22.4548288797,47.756540083100006,174.918646109,714.47,97.33,105.90372431200001
2016-01-11,41.57,28.0363511619,2.34,22.818422953000002,47.7291619787,175.09181757599998,716.03,97.51,107.191014131
2016-01-12,41.994,28.578538863800002,2.39,23.1495946248,48.1672116489,176.5045126,726.07,99.37,106.925510606
2016-01-13,40.062,27.905176718000003,2.25,22.5544119698,47.126843682200004,172.10237931900002,700.56,95.44,105.533628489
2016-01-14,41.236,28.631008641399998,2.21,23.0476956488,48.4683707971,174.927755696,714.72,98.37,106.933556167
2016-01-15,40.99800000000001,26.025009687399997,2.03,22.4941989386,46.5336514205,171.172733005,694.45,94.97,104.61643449299999
2016-01-19,40.944,26.0599895392,1.95,22.3853523052,46.1412319243,171.4005866,701.79,95.26,103.07168671
2016-01-20,39.74,25.876345317600002,1.8,22.415458820799998,46.3511307246,169.204074297,698.45,94.35,98.0432108534
2016-01-21,39.994,25.9375600581,2.09,22.3019804158,46.06822364600001,170.15195254399998,706.59,94.16,98.8879947972
2016-01-22,40.51,26.1693015758,2.02,23.487713954,47.7200359439,173.642671445,725.25,97.94,98.558126781
2016-01-25,39.276,25.885090280500002,2.12,23.0291685623,47.2637342041,171.017793472,711.67,97.01,98.22021320350001
2016-01-26,38.712,26.1824190202,2.07,23.156542282199997,47.6105235263,173.351012463,713.04,97.34,98.6305368334
2016-01-27,37.614,26.0687345021,2.13,21.6350053006,46.743550220799996,171.464391987,699.99,94.45,97.3191103301
2016-01-28,37.94,26.208653909000002,2.08,21.7901696503,47.505574126199996,172.357574434,730.96,109.11,98.3328510627
2016-01-29,38.24,27.126875017,2.2,22.5428325408,50.2753256865,176.559194729,742.95,112.21,100.400560335
2016-02-01,39.38800000000001,26.951975758299998,2.14,22.3320869314,49.9285363643,176.495389342,752.0,115.09,100.43274258
2016-02-02,36.556,26.0599895392,1.99,21.8804891972,48.367984414300004,173.314562268,764.65,114.61,98.9121314813
2016-02-03,34.696,25.885090280500002,2.07,22.3135598449,47.6013974916,174.35357375,726.95,112.69,100.344241405
2016-02-04,35.066,26.2644559527,2.09,22.491883052800002,47.4553809348,174.627000799,708.01,110.49,102.70159088700001
2016-02-05,32.52,25.6204165558,1.98,21.8911681638,45.7761905325,171.300330107,683.57,104.07,103.441782533
2016-02-08,29.598000000000006,25.426322491,1.93,22.1216750398,45.0917379229,168.994452635,682.74,99.75,103.208461253
2016-02-09,29.65,25.417500033499998,1.9,22.1170183352,44.9730994705,169.003562222,678.11,99.54,100.84323348299999
2016-02-10,28.734,24.9057974989,1.84,21.9493769709,45.3655189667,168.857745947,684.12,101.0,97.6895964559
2016-02-11,30.094,24.8969750415,1.86,21.816660890799998,45.3472668971,166.661234555,683.11,101.91,95.7876607233
2016-02-12,30.208,25.2675182561,1.83,21.884183107,46.0864757156,170.09727041600001,682.4,102.01,98.3804705469
2016-02-16,31.034,25.391032661,1.83,22.5011964619,46.9534490211,172.968220246,691.0,101.61,99.7622187287
2016-02-17,33.736,25.9997822279,1.9,22.8457925998,48.1757642921,175.793610295,708.4,105.2,102.49320337
2016-02-18,33.354,25.9556699405,1.91,22.4127190752,47.9643864633,175.07358473099998,697.35,103.47,107.65443922600001
2016-02-19,33.316,25.3292754585,1.91,22.361495325,47.624343869099995,174.991561083,700.91,104.57,108.16649884600001
2016-02-22,35.548,25.893912738,2.01,22.5570769167,48.387142121000004,177.52529214900002,706.46,107.16,108.72732605
2016-02-23,35.442,25.408677576,1.97,22.047167766799998,47.0361620845,175.283220064,695.85,105.46,107.613799574
2016-02-24,35.8,25.7527534181,2.02,22.375465438600006,47.201588211499995,176.085255605,699.56,106.88,107.93891679299999
2016-02-25,37.486,26.1321190903,2.03,22.5291366893,47.881673399899995,178.21796161,705.75,108.07,109.320664975
2016-02-26,38.06800000000001,26.290923325100003,2.07,22.5640619736,47.146446169200004,177.80782787299995,705.07,107.92,107.313066146
2016-02-29,38.386,26.1056517178,2.14,22.512838223299998,46.760451873,176.41336569400002,697.77,106.92,106.500273098
2016-03-01,37.27,26.7938034022,2.18,23.4069255,48.3228097383,180.56030386,718.81,109.82,109.215001879
2016-03-02,37.668,26.943785179499997,2.32,23.458149250199998,48.6628523325,181.371461747,718.85,109.95,110.783692461
2016-03-03,39.148,26.979075009499997,2.46,23.632775671399997,48.1114319095,182.082364053,712.42,109.58,112.002882034
2016-03-04,40.208,27.0231872969,2.37,23.9843568661,47.8173410172,182.674777931,710.89,108.39,112.002882034
2016-03-07,41.058,27.296683479200002,2.47,23.7189247059,46.8983069788,182.820606967,695.16,105.73,113.91294569700001
2016-03-08,40.52,26.9614300945,2.3,23.523343114099998,47.468108082600004,180.82460765,693.97,105.93,113.035129205
2016-03-09,41.744,27.230515048,2.26,23.544298284699998,48.5617585883,181.71780376900003,705.24,107.51,114.124271889
2016-03-10,41.036,27.570179661399997,2.26,23.5559400461,47.8357216979,181.863619133,712.82,107.32,113.945457419
2016-03-11,41.5,28.020124993499998,2.52,23.809730444899998,48.7731364171,184.798375261,726.82,109.41,115.709218333
2016-03-14,43.03,27.7289838963,2.72,23.870267604299997,48.8650398209,184.561412079,730.49,109.89,116.05059141299999
2016-03-15,43.668,27.923077961100002,2.49,24.349908174499998,49.2510341171,184.26064351099998,728.33,110.67,116.196894162
2016-03-16,44.386,27.958367791100002,2.63,24.6735491419,49.949499986199996,185.32699651299998,736.09,112.18,117.68430544
2016-03-17,45.276,28.2142190583,2.8,24.6339671531,50.234400538100004,186.502729267,737.78,111.02,119.513089799
2016-03-18,46.548,28.8317910827,2.93,24.6619073805,49.1591307132,187.231499852,737.6,111.45,119.55372945100001
2016-03-21,47.664,28.531827528,2.8,24.659579028200003,49.4991733074,187.497160988,742.09,111.85,120.805430745
2016-03-22,46.848,28.514182613000003,2.79,24.8481755631,49.69217045550001,187.396390538,740.75,112.25,120.37465043
2016-03-23,44.51600000000001,28.231863973299998,2.68,24.7108027784,49.6002670516,186.159670538,738.06,112.54,118.1801092
2016-03-24,45.55,28.125994483400003,2.79,24.603698573400003,49.8208352209,186.077210996,735.3,113.05,120.25273147200001
2016-03-28,46.052,28.1436393984,2.78,24.4919376638,49.2050824151,186.18715155599998,733.53,113.69,120.618488344
2016-03-29,46.026,28.567117358,2.86,25.071697382199996,50.28035224,187.909400988,744.77,116.14,121.374385879
2016-03-30,45.378,28.8582584552,2.86,25.5094276114,50.592823813100004,188.733894729,750.53,114.7,120.626616274
2016-03-31,45.95399999999999,28.540649985500004,2.85,25.3767115313,50.75824994,188.27584723099997,744.95,114.1,123.09750714100001
2016-04-01,47.518,28.6288745604,2.83,25.6095467596,51.070721513100004,189.558374729,749.91,116.06,123.96719570200001
2016-04-04,49.398,28.231863973299998,2.83,25.8726505676,50.94205674770001,188.94459291299998,745.29,112.55,123.60143883100001
2016-04-05,51.094,28.1436393984,2.76,25.567636418499998,50.1424971343,187.057439054,737.8,112.22,121.918957221
2016-04-06,53.084,28.302443633200003,2.8,25.835396931,50.6571561958,189.100327231,745.69,113.71,121.935213082
2016-04-07,51.44,27.8348533862,2.64,25.271935678600002,50.05059373050001,186.837571674,740.28,113.64,120.49656938700001
2016-04-08,50.014,27.9054330461,2.74,25.299875906,50.013832368900005,187.341426671,739.15,110.63,121.39064174
2016-04-11,49.984,27.9407228761,2.76,25.383696588200003,49.91273862470001,186.90170473700002,736.1,108.99,121.309362435
2016-04-12,49.56399999999999,28.1083495684,2.81,25.714322612300002,50.22521019770001,188.64227973299998,743.09,110.61,121.618223793
2016-04-13,50.90600000000001,28.346555920700002,2.8,26.086858977600002,50.8685340246,190.54775915599998,751.72,110.51,122.91869267
2016-04-14,50.372,28.055414823499998,2.72,26.1008290913,50.877724365,190.55691552599998,753.2,110.84,122.86179715700001
2016-04-15,50.902,27.7554512688,2.7,25.576949827600004,51.14424423609999,190.34621734099997,759.0,109.64,123.316961264
2016-04-18,50.776,27.923077961100002,2.76,25.0251303366,51.8886618072,191.68372153200002,766.61,110.45,123.97532363299999
2016-04-19,49.474,27.8789656736,2.62,24.8924142565,51.8243294245,192.288334152,753.93,112.29,117.042198932
2016-04-20,49.994,28.231863973299998,2.7,24.943638006700002,51.0891021938,192.471564144,752.67,112.42,118.757192264
2016-04-21,49.658,28.2053966008,2.62,24.6735491419,51.26371866109999,191.43637221900002,759.14,113.44,121.35000208700001
2016-04-22,50.75,27.9142555036,3.99,24.6060269257,47.587582507600004,191.43637221900002,718.77,110.56,120.699767649
2016-04-25,50.364,27.6936940663,3.45,24.466325788699997,47.890863740200004,191.10657802,723.15,110.1,120.951733494
2016-04-26,50.74800000000001,27.7025165238,3.66,24.296356072,47.2751109345,191.39056472,708.14,108.76,121.171187617
2016-04-27,50.294,28.011302536,3.73,22.7759420313,46.8155939153,191.784492897,705.84,108.89,122.300969954
2016-04-28,49.542,27.4466652565,3.61,22.0797646987,45.8597985154,190.04390416,691.02,116.73,119.53747359
2016-04-29,48.152,26.7144012847,3.55,21.825974299899997,45.8322274943,189.017882345,693.01,117.58,118.619017446
2016-05-02,48.36,27.005542381999998,3.74,21.8026907771,46.512312682700006,190.520277223,698.21,118.57,118.07444610299999
2016-05-03,46.464,26.7849809447,3.6,22.1612570286,45.7495144308,188.86214802799998,692.36,117.43,117.14786202799999
2016-05-04,44.512,26.564419507399997,3.6,21.9307501526,45.8322274943,187.808630538,695.7,118.06,117.24539719399999
2016-05-05,42.306,26.6089160225,3.66,21.842272765900002,45.896559877,187.771992235,701.43,117.81,119.04979776100001
2016-05-06,42.986,26.733506264699997,3.68,21.7204582888,46.3101251942,188.459063482,711.12,119.49,120.854198328
2016-05-09,41.784,26.5199229923,3.65,21.7368563915,46.01603430189999,188.614797799,712.9,119.24,120.89522426299999
2016-05-10,41.738,26.8224992949,3.64,21.884439315599998,46.889116638400004,190.95999915599998,723.18,120.5,123.053188426
2016-05-11,41.792,26.7513048707,3.65,21.6712639808,46.9166876596,189.173616662,715.29,119.52,122.21625935899999
2016-05-12,41.456,26.4843257802,3.59,21.1629227978,47.3394433172,189.22858053,713.31,120.28,122.126002302
2016-05-13,41.522,26.6178153255,3.67,21.2050893476,46.944258680699996,187.57960678900002,710.83,119.81,121.207021366
2016-05-16,41.658,27.044981870300003,3.79,21.9921982761,47.6335342095,189.430122345,716.49,118.67,122.63472389200001
2016-05-17,40.932,26.680110446599997,3.79,21.9008374183,46.751261532700006,187.662065416,706.23,117.35,121.4367666
2016-05-18,42.234,26.6890097496,3.84,22.1514941306,47.028936814,187.717029283,706.63,117.65,120.89522426299999
2016-05-19,43.042,26.368634841,3.77,22.067161031100007,46.57540052109999,187.066595423,700.32,116.81,118.91777421200001
2016-05-20,44.056,26.831398597899998,3.87,22.306104813,46.8530758025,188.24836529700002,709.74,117.35,120.82137758
2016-05-23,43.244,26.902593021999998,4.04,22.5895577307,46.3069810825,187.99186053,704.24,115.97,120.42752860700001
2016-05-24,43.582,27.6412351725,4.2,22.9339178869,47.7508925454,190.42866222599997,720.09,117.7,121.691127395
2016-05-25,43.916,27.9349121721,4.18,23.336842695599998,48.2414522091,191.720359835,725.27,117.89,124.46448057799999
2016-05-26,45.024,28.0239052023,4.35,23.5219069972,48.0285678268,191.77532278700002,724.12,119.47,125.07986959799999
2016-05-27,44.608,28.0950996264,4.6,23.5078514806,48.4265690633,192.599816528,732.66,119.38,125.408077075
2016-05-31,44.646,28.1128982324,4.57,23.3930647619,49.0559663677,192.233370285,735.72,118.81,126.146543899
2016-06-01,43.912,28.1751933536,4.43,23.0651027084,48.917128727,192.627298462,734.15,118.78,125.13730590700001
2016-06-02,43.792,28.2641863837,4.24,22.8917513372,48.5746625467,193.213599259,730.4,118.93,125.949619413
2016-06-03,43.798,28.1395961415,4.16,22.9386030591,47.9360093996,192.63645483099998,722.34,118.47,125.44910301
2016-06-06,44.136,28.1929919596,4.47,23.104926671999998,48.250708051800004,193.616682889,716.55,118.79,125.317820019
2016-06-07,46.468,28.370978019899997,4.51,23.198630115900002,48.2229405237,193.91898232900002,716.65,117.76,125.810131235
2016-06-08,47.104,28.379877323000002,4.46,23.177546840999998,48.167405467399995,194.551089708,728.28,118.39,126.35987876
2016-06-09,45.872,28.424373838,4.52,23.3438704539,47.778660073599994,194.285428572,728.58,118.56,125.883977918
2016-06-10,43.758,28.513366868200002,4.32,23.1517783939,47.649078275600004,192.444082211,719.41,116.62,125.02243329
2016-06-13,43.574,28.6290578075,4.4,22.802733065500004,46.4087953523,190.95999915599998,718.36,113.95,124.128067914
2016-06-14,42.992,28.602359898400003,4.39,22.8308440987,46.1218642283,190.58439654400001,718.27,114.94,123.947553801
2016-06-15,43.54,28.1306968385,4.42,22.755881343600002,45.9922824304,190.31873540700002,718.92,114.6,123.635756698
2016-06-16,43.58600000000001,28.201891262600004,4.75,22.851927373600002,46.6401914201,190.886709724,710.36,114.39,123.947553801
2016-06-17,43.094,28.2641863837,5.26,22.331873260100004,46.399539509600004,190.17989754599998,691.72,113.02,124.710636186
2016-06-20,43.94,28.6290578075,5.1,22.277993779899997,46.344004453400004,191.40466821799998,693.71,113.37,126.03987646899999
2016-06-21,43.922,28.7625473527,5.45,22.4677432537,47.380658837,191.947983039,695.94,114.38,126.40090469399999
2016-06-22,39.332,28.735849443699998,5.02,22.3834101542,47.195541982799995,191.63488792299998,697.46,113.91,125.473718571
2016-06-23,39.28,29.358800654899998,5.21,22.5122523895,48.0470795122,194.130462158,701.87,115.08,127.467578995
2016-06-24,38.63,28.0773010204,4.88,21.879754143400003,46.1218642283,187.159415938,675.22,112.08,120.279835243
2016-06-27,39.71,27.338658869899998,4.72,21.561162434299998,44.826046248800004,183.807417955,668.26,108.97,117.744432481
2016-06-28,40.358,27.7569261117,5.12,21.9242632792,45.760886362600004,187.122573418,680.04,112.7,119.54957360600001
2016-06-29,42.038,28.415474535,5.13,22.1140127531,46.7790290608,190.308820581,684.11,114.16,121.814205199
2016-06-30,42.456,29.1897138976,5.14,22.395123084699996,47.3621471516,192.905691486,692.1,114.28,124.538327261
2016-07-01,43.3,29.1452173825,5.07,22.4630580815,47.352891308900006,193.310880008,699.21,114.19,125.006022916
2016-07-05,42.79600000000001,29.082922261300002,4.96,22.252225332800002,47.3621471516,191.920358516,694.49,114.0,124.456275391
2016-07-06,42.88800000000001,29.3410020489,5.04,22.378724981999998,47.5565198485,193.07145704,697.77,116.7,125.02243329
2016-07-07,43.188,29.5456860183,5.02,22.474771011999998,47.5565198485,192.95173819,695.36,115.85,125.211152589
2016-07-08,43.356,30.257630259699997,5.1,22.6481223831,48.4080573779,195.824875503,705.63,117.24,126.737317358
2016-07-11,44.956,30.5958037743,5.01,22.718399966,48.6764768165,196.515534618,715.09,117.87,127.45116862200001
2016-07-12,44.93,31.0941647433,5.14,22.821473754299998,49.2503390646,197.94289955099998,720.64,117.93,128.854255587
2016-07-13,44.506,31.156459864400002,5.09,22.692631519000006,49.528014345900004,197.91527410700002,716.98,116.78,129.658363906
2016-07-14,44.306,31.325546621799997,5.17,23.1424080495,49.740898728299996,199.020325928,720.95,117.29,131.512736153
2016-07-15,44.08,31.2098556825,5.14,23.140065463400003,49.7038753574,198.75327751700001,719.85,116.86,131.10247680700002
2016-07-18,45.25,31.1920570765,5.51,23.386037003600002,49.9445272679,199.287389074,733.78,119.37,131.168118302
2016-07-19,45.052,31.2810501067,5.41,23.395407348000003,49.139268952100004,199.08479389200002,736.96,120.61,130.938373068
2016-07-20,45.672,31.7616124696,5.41,23.4164906229,51.7494165965,199.91357930400002,741.19,121.92,132.398896342
2016-07-21,44.1,30.4979114411,5.22,23.292333559699998,51.6476023267,199.15846603900002,738.63,120.61,131.652224331
2016-07-22,44.45399999999999,30.8449842588,5.84,23.111954430300003,52.3603022154,200.051719415,742.74,121.0,132.981464614
2016-07-25,46.002,30.8716821679,6.7,22.802733065500004,52.5083956988,199.50839078200002,739.77,121.63,133.457365456
2016-07-26,45.902,31.2276542886,6.98,22.645779797,52.536163226999996,199.600484189,738.42,121.22,133.022490549
2016-07-27,45.698,30.9962724101,6.85,24.1169238658,52.0085801924,199.388685744,741.77,123.34,132.784540128
2016-07-28,46.122,30.942876591999998,6.82,24.442543333200003,52.0270918779,199.618905449,745.91,125.0,132.407101529
2016-07-29,46.958,31.022970319200002,6.86,24.412089714,52.462116485299994,199.941204748,768.79,123.94,131.791712509
2016-08-01,46.002,31.0140710162,6.64,24.8431255558,52.3695580582,199.775453007,772.88,124.31,132.472743024
2016-08-02,45.44,30.755991228600006,6.26,24.4753395386,52.3695580582,198.495432368,771.07,123.09,131.758891761
2016-08-03,45.158,30.7114947136,6.3,24.7822183173,52.73053592390001,199.075576816,773.18,122.51,131.832738444
2016-08-04,46.122,31.007401085999998,6.47,24.9344864135,53.11928131770001,199.287389074,771.61,124.36,132.554794894
2016-08-05,46.006,31.3660754768,6.61,25.3136733704,53.64686435229999,200.917334455,782.22,125.15,134.154806345
2016-08-08,45.232,31.419876635399998,6.68,25.523286036,53.739422779399995,200.79762941799999,781.76,125.26,134.105575224
2016-08-09,45.816,31.3122743182,6.6,25.6269147696,53.8690045773,200.917334455,784.26,125.06,133.882121106
2016-08-10,45.13,30.962566787100002,6.49,25.4361436919,53.70239940850001,200.42006541799998,784.68,124.88,134.138679538
2016-08-11,44.982,31.0970696837,6.58,25.4196573025,53.9615630044,201.35014842200002,784.85,124.9,135.338710913
2016-08-12,45.122,30.9984342262,6.73,25.478537264699998,53.628352666800005,201.175193417,783.22,124.88,134.03109051799998
2016-08-15,45.118,31.303307458400003,6.95,25.784713068400002,53.7949578356,201.75533694400002,782.44,123.9,133.973157969
2016-08-16,44.722,31.572313251500002,6.78,25.7611610835,53.4987708689,200.714754007,777.14,123.3,132.996580711
2016-08-17,44.648,31.4019429159,6.68,25.7234779077,53.6105371033,201.092303273,779.91,124.37,132.781402672
2016-08-18,44.702,31.357108616999998,7.04,25.6905051288,53.647792514799995,201.54353942,777.5,123.91,133.542801889
2016-08-19,45.0,31.5992138308,7.62,25.756450686500006,53.6664202205,201.248850831,775.42,123.56,132.450359534
2016-08-22,44.58600000000001,31.7068161481,7.58,25.556258814899998,53.7129894848,201.23964756799998,772.15,124.15,132.41725522
2016-08-23,44.968,31.7426835872,7.67,25.636335563600007,53.9178942479,201.64483609,772.08,124.37,132.63243326
2016-08-24,44.524,31.5185120929,7.43,25.4432092874,53.97377736510001,200.613456416,769.64,123.48,131.631027767
2016-08-25,44.192,31.464710934299998,7.465,25.334870156799997,54.178682128199995,200.475316305,769.41,123.89,131.28343247200002
2016-08-26,43.99800000000001,31.6171475504,7.67,25.186492652,54.048288188,200.097752306,769.54,124.96,131.02687404
2016-08-29,43.04,31.877186483699997,7.59,25.158230270100002,54.113485158100005,201.08310001,772.15,126.54,132.185525023
2016-08-30,42.268,32.011689380300005,7.49,24.965103993899998,53.9178942479,200.75158271400002,769.09,125.84,131.92069051299998
2016-08-31,42.402,32.1820597159,7.4,24.9886559788,53.5173985746,200.18064245,767.05,126.12,131.490334433
2016-09-01,40.154,32.2986288929,7.35,25.137033483699998,53.638478661899995,200.18984571299998,768.78,126.17,132.036555611
2016-09-02,39.556,32.3524300515,7.51,25.3725533327,53.7129894848,201.092303273,771.46,126.51,132.044831689
2016-09-06,40.566,32.7918061803,7.34,25.3654877372,53.6571063676,201.700086978,780.08,129.73,132.706917966
2016-09-07,40.342,32.693170722800005,6.84,25.5209308375,53.703675632,201.681665718,780.35,131.05,133.774532086
2016-09-08,39.472,32.6752370033,6.225,24.8520544664,53.489457016,201.22122630799998,775.32,130.27,131.589647375
2016-09-09,38.894,31.7785510262,5.9,24.2891620273,52.3531669662,196.40503376400002,759.66,127.1,128.850265407
2016-09-12,39.66,32.3524300515,5.94,24.8332128785,53.1355306071,199.22292019,769.02,128.69,131.002045805
2016-09-13,39.21,31.9309876423,5.74,25.4243676995,52.651210258,196.35898706,759.69,127.21,128.949578349
2016-09-14,39.282,31.9399545021,6.04,26.324053522600003,52.399736230600006,196.28531491299998,762.49,127.77,127.492988541
2016-09-15,40.084,32.7828393205,6.02,27.219028948800002,53.2659245472,198.246791403,771.76,128.35,128.825437172
2016-09-16,41.08,33.778160755,6.05,27.065941047,53.3218076644,197.484362677,768.88,129.07,127.319190894
2016-09-19,41.268,33.3208509067,6.16,26.750344449299998,53.02376437270001,197.52139296200002,765.7,128.65,128.171626974
2016-09-20,40.928,33.302917187199995,6.17,26.7479892508,52.9119981383,197.530642898,771.41,128.64,127.824031679
2016-09-21,41.044,33.5808898401,6.29,26.743278853899998,53.79681416060001,199.751968571,776.22,129.94,128.71784815200002
2016-09-22,41.286,33.670558437800004,6.37,26.9952850923,53.8526972778,201.010702108,787.21,130.08,129.197860702
2016-09-23,41.49,33.347751486,6.55,26.5454421807,53.489457016,199.909310032,786.9,127.96,128.26266383700002
2016-09-26,41.798,32.8635410584,6.32,26.585480555,52.995822814099995,198.28959946900002,774.21,127.31,127.435055992
2016-09-27,41.162,33.338784626300004,6.54,26.6349397233,53.97377736510001,199.52058134799998,783.01,128.69,129.74408188
2016-09-28,41.254,33.5719229803,6.59,26.8374867935,54.048288188,200.510911259,781.56,129.23,131.002045805
2016-09-29,40.14,33.4643206631,6.67,26.420616660700002,53.4615154574,198.69682987599998,775.01,128.09,130.85307639200002
2016-09-30,40.806,33.8498956332,6.91,26.625518929400002,53.647792514799995,200.196228338,777.29,128.27,131.46550619799999
2016-10-03,42.74,33.7691938953,6.95,26.5006934094,53.4801431631,199.71493921099997,772.56,128.77,130.43927247
2016-10-04,42.282,33.661591578,6.97,26.6137429369,53.3124938115,198.69682987599998,776.43,128.19,129.487523448
2016-10-05,41.692,34.0651002677,6.78,26.625518929400002,53.6850479262,199.57611243,776.47,128.47,130.000640312
2016-10-06,40.2,34.1368351458,6.96,26.8233556025,53.778186454899995,199.71493921099997,776.86,128.74,129.83511874299998
